date,depth_cm
1969-05-30,0
1969-06-06,28.4
1969-06-13,24.9
1969-06-20,15
1969-06-27,6.6
1969-07-04,0
1969-07-11,23.1
1969-07-18,7.9
1969-07-25,33.5
1969-07-31,22.9
1969-08-07,42.2
1969-08-14,49.8
1969-08-21,46.4
1969-08-28,17.8
1969-09-04,0
1969-09-11,15.2
1969-09-18,29.2
1969-09-25,48.3
1969-10-02,14.5
1969-10-09,0
1970-05-15,0
1970-05-22,31.8
1970-05-29,20.3
1970-06-04,7
1970-06-12,18.8
1970-06-18,54.4
1970-06-25,42.7
1970-07-02,56.6
1970-07-09,60.2
1970-07-15,62.7
1970-07-23,94.5
1970-07-30,88.1
1970-08-06,124.7
1970-08-13,119.4
1970-08-20,144.5
1970-08-27,164.1
1970-09-03,171.2
1970-09-10,158.8
1970-09-17,164.8
1970-09-24,152.1
1970-09-30,152.4
1970-10-05,94.5
1970-10-08,59.7
1970-10-14,21.6
1970-10-22,0
1971-04-29,0
1971-05-06,18.4
1971-05-13,0
1971-06-03,35.6
1971-06-10,18.3
1971-06-17,17.1
1971-06-24,34.5
1971-06-30,49.3
1971-07-08,49.3
1971-07-15,45.7
1971-07-22,47.5
1971-07-29,53.1
1971-08-05,62.2
1971-08-12,81.3
1971-08-19,84.1
1971-08-26,105.4
1971-09-01,140.5
1971-09-09,124.5
1971-09-16,112.3
1971-09-23,93
1971-09-30,89.9
1971-10-07,79.2
1971-10-14,43.2
1971-10-21,12.4
1971-10-28,7.6
1971-11-04,0
1972-04-21,0
1972-04-28,12.4
1972-05-05,0
1972-05-18,0
1972-05-25,0
1972-06-02,0
1972-06-08,0
1972-06-15,0
1972-06-22,0
1972-06-29,27.7
1972-07-05,68.1
1972-07-12,99.6
1972-07-18,100.3
1972-07-27,95.5
1972-08-03,89.9
1972-08-10,114
1972-08-17,127
1972-08-24,127.5
1972-08-31,99.3
1972-09-06,83.8
1972-09-14,64
1972-09-21,32.5
1972-09-28,7.1
1972-10-05,0
1972-10-13,19.8
1972-10-19,0
1973-05-31,0
1973-06-07,12.7
1973-06-14,18.8
1973-06-21,18.5
1973-06-28,17.3
1973-07-02,0
1973-07-12,0
1973-07-19,9.7
1973-07-30,0
1973-08-02,0
1973-08-09,10.2
1973-08-16,12.7
1973-08-22,0
1973-08-30,0
1973-09-06,27.4
1973-09-13,0
1973-09-20,0
1974-05-02,0
1974-05-30,13.3
1974-06-06,0
1974-06-13,0
1974-06-20,0
1974-06-26,0
1974-07-04,0
1974-07-11,40.6
1974-07-18,17.8
1974-07-25,58.4
1974-08-02,74.9
1974-08-08,123.8
1974-08-14,135.8
1974-08-22,134.6
1974-08-29,159.4
1974-09-05,144.8
1974-09-10,138.4
1974-09-19,126.4
1974-09-26,139.7
1974-10-03,117.5
1974-10-10,55.4
1974-10-17,25.4
1974-10-24,10.2
1974-10-31,0
1975-05-22,0
1975-05-29,19.4
1975-06-05,26.7
1975-06-12,29.2
1975-06-19,25.1
1975-06-26,14
1975-07-03,20
1975-07-10,55.2
1975-07-17,66
1975-07-24,58.7
1975-07-31,22.2
1975-08-07,27.3
1975-08-14,20.6
1975-08-21,28.3
1975-08-28,62.9
1975-09-04,65.4
1975-09-12,51.8
1975-09-18,5.4
1975-09-25,0
1976-06-10,0
1976-06-17,0
1976-06-24,0
1976-06-30,11.1
1976-07-08,20.6
1976-07-15,17.8
1976-07-22,16.2
1976-07-29,7.3
1976-08-05,65.7
1976-08-11,81.9
1976-08-19,90.8
1976-08-26,82.9
1976-09-02,67.6
1976-09-09,74.9
1976-09-16,83.5
1976-09-23,60.3
1976-09-30,38.4
1976-10-07,0
1977-05-19,0
1977-05-26,48.3
1977-06-01,74.9
1977-06-07,61
1977-06-16,58.1
1977-06-23,60
1977-06-30,115.3
1977-07-06,107
1977-07-14,103.5
1977-07-21,105.4
1977-08-02,189.2
1977-08-09,174
1977-08-18,157.8
1977-08-25,146.7
1977-08-31,124.5
1977-09-07,122.9
1977-09-14,143.2
1977-09-22,123.2
1977-09-29,90.2
1977-10-06,32.1
1977-10-13,0
1978-06-08,0
1978-06-15,34.9
1978-06-22,25.1
1978-06-29,27.3
1978-07-07,97.8
1978-07-13,97.2
1978-07-20,93.7
1978-07-26,94.3
1978-08-03,88.9
1978-08-10,109.9
1978-08-17,126.4
1978-08-24,114.3
1978-08-30,104.5
1978-09-07,90.2
1978-09-14,96.8
1978-09-21,80.6
1978-09-28,51.1
1978-10-05,19
1978-10-12,0
1979-06-28,0
1979-07-05,24.8
1979-07-12,34.3
1979-07-19,25.1
1979-07-26,22.2
1979-07-31,21.6
1979-08-09,45.7
1979-08-16,108.6
1979-08-24,69.8
1979-08-30,60
1979-09-06,84.4
1979-09-14,74.3
1979-09-20,58.1
1979-09-27,41.3
1979-10-04,3.5
1979-10-11,0
1980-05-15,0
1980-05-22,12.1
1980-05-29,0
1980-06-05,0
1980-06-12,0
1980-06-19,7.9
1980-06-26,0
1980-07-03,72.4
1980-07-07,101
1980-07-17,92.7
1980-07-24,100.3
1980-07-30,94.9
1980-08-07,107.6
1980-08-14,108.6
1980-08-21,105.1
1980-08-28,99.4
1980-09-03,106.7
1980-09-11,100.3
1980-09-18,125.4
1980-09-24,103.5
1980-10-02,54.6
1980-10-09,11.4
1980-10-15,0
1981-05-28,0
1981-06-04,13
1981-06-11,52.1
1981-06-18,41.3
1981-07-01,95.2
1981-07-06,162.9
1981-07-09,166.4
1981-07-16,160.3
1981-07-23,135.3
1981-07-30,181.6
1981-08-05,167
1981-08-12,187.3
1981-08-25,246.1
1981-09-01,252
1981-09-06,233
1981-09-13,204
1981-09-20,169
1981-09-26,155.6
1981-09-30,160.6
1981-10-07,93.7
1981-10-16,34
1981-10-22,24.8
1981-10-28,0
1982-04-22,0
1982-04-29,29.8
1982-05-06,0
1982-05-13,0
1982-05-20,0
1982-05-27,0
1982-06-03,9.2
1982-06-10,0
1982-06-17,7
1982-06-24,30.5
1982-06-30,33.3
1982-07-07,32.1
1982-07-15,33.3
1982-07-22,45.2
1982-07-29,50.8
1982-08-05,54.1
1982-08-12,45.7
1982-08-19,22.2
1982-08-26,0
1982-09-02,0
1982-09-09,5.1
1982-09-16,0
1982-09-23,0
1982-09-30,15.2
1982-10-07,0
1983-05-26,0
1983-06-02,16.8
1983-06-09,32.1
1983-06-16,43.5
1983-06-23,30.2
1983-06-30,62.5
1983-07-06,68.6
1983-07-14,84.4
1983-07-20,94.3
1983-07-27,88.9
1983-08-04,89.5
1983-08-11,83.8
1983-08-18,71.8
1983-08-25,65.7
1983-08-31,70.2
1983-09-08,36.2
1983-09-15,33.6
1983-09-21,10.5
1983-09-29,0
1984-06-07,0
1984-06-14,0
1984-06-21,0
1984-06-28,0
1984-07-04,12.7
1984-07-12,22.9
1984-07-19,18.4
1984-07-26,22.2
1984-07-31,42.2
1984-08-09,25.1
1984-08-16,54.6
1984-08-23,114
1984-08-30,134
1984-09-06,125.1
1984-09-13,100.3
1984-09-20,79.4
1984-09-27,79.4
1984-10-05,54.9
1984-10-11,16.5
1984-10-18,0
1985-05-30,0
1985-06-06,34.6
1985-06-13,16.5
1985-06-20,31.1
1985-06-27,38.7
1985-07-03,27.3
1985-07-11,25.1
1985-07-18,103.5
1985-07-26,105.4
1985-07-31,108.6
1985-08-08,119.4
1985-08-15,115.9
1985-08-23,116.8
1985-08-29,113.3
1985-09-05,101.6
1985-09-12,86.4
1985-09-19,59.4
1985-09-26,38.4
1985-10-03,19.7
1985-10-10,0
1985-10-24,14.5
1985-10-31,0
1986-06-17,0
1986-06-19,26.7
1986-06-25,46.7
1986-07-03,30.5
1986-07-11,91.2
1986-07-17,66.3
1986-07-24,72.6
1986-07-31,75.9
1986-08-07,68.1
1986-08-14,64.3
1986-08-21,101.1
1986-08-28,111.3
1986-09-03,106.7
1986-09-11,89.2
1986-09-18,84.8
1986-09-24,67.6
1986-10-02,35.8
1986-10-09,4.1
1986-10-16,0
1986-10-22,0
1986-10-23,24.4
1986-10-30,0
1987-05-21,0
1987-05-28,22.3
1987-06-04,13.5
1987-06-11,0
1987-06-18,0
1987-06-25,21.3
1987-07-02,35.8
1987-07-09,33
1987-07-16,53.1
1987-07-23,78.2
1987-07-30,101.6
1987-08-06,96.8
1987-08-13,85.1
1987-08-21,67.3
1987-08-27,82.8
1987-09-03,106.2
1987-09-10,93
1987-09-16,83.3
1987-09-24,53.1
1987-10-01,13.5
1987-10-08,0
1988-06-06,0
1988-06-09,22.9
1988-06-16,21.9
1988-06-23,18.7
1988-06-30,17.5
1988-07-07,4.3
1988-07-14,2.5
1988-07-21,13.6
1988-07-28,38.7
1988-08-04,36.8
1988-08-11,56.5
1988-08-18,26
1988-08-25,24.1
1988-09-01,31.1
1988-09-08,17.1
1988-09-15,0
1989-06-01,0
1989-06-08,4.8
1989-06-15,0
1989-06-22,0
1989-06-29,0
1989-07-06,13.3
1989-07-13,36.5
1989-07-20,38.4
1989-07-27,27
1989-08-03,32.7
1989-08-10,62.5
1989-08-17,56.2
1989-08-24,59.4
1989-08-31,109.9
1989-09-07,84.1
1989-09-14,92.1
1989-09-21,76.8
1989-09-28,57.2
1989-10-05,40
1989-10-12,23.2
1989-10-19,0
1990-06-01,0
1990-06-07,13.7
1990-06-14,8.3
1990-06-21,5.2
1990-06-28,65.4
1990-07-11,141.7
1990-07-19,124.5
1990-07-25,112.4
1990-08-02,111.8
1990-08-09,153
1990-08-15,215.3
1990-08-23,236.9
1990-08-30,219.5
1990-09-06,212.1
1990-09-13,194.9
1990-09-20,169.5
1990-09-27,137.8
1990-10-02,119.4
1990-10-11,74.3
1990-10-18,43.2
1990-10-25,22.9
1990-11-01,0
1991-06-06,0
1991-06-13,0
1991-06-20,0
1991-06-27,0
1991-07-04,11.7
1991-07-11,40.3
1991-07-18,26.7
1991-07-25,33
1991-08-01,65.4
1991-08-08,91.4
1991-08-13,103.8
1991-08-15,109.9
1991-08-22,154.9
1991-08-27,168.9
1991-08-29,181.9
1991-09-05,191.1
1991-09-10,168.9
1991-09-12,177.2
1991-09-19,196.2
1991-09-26,200
1991-10-03,161.3
1991-10-10,114.9
1991-10-16,66.4
1991-10-24,22.9
1991-10-31,1
1991-11-07,0
1992-05-26,0
1992-05-28,13.3
1992-06-04,0
1992-06-11,27.3
1992-06-18,33
1992-06-25,31.8
1992-07-02,17.5
1992-07-09,26.4
1992-07-16,23.5
1992-07-23,31.4
1992-07-30,30.8
1992-08-06,24.4
1992-08-13,70.2
1992-08-20,93.3
1992-08-27,94
1992-09-03,157.8
1992-09-10,146.7
1992-09-17,190.5
1992-09-24,161.3
1992-09-25,153.7
1992-10-01,141.6
1992-10-08,107.6
1992-10-15,72.1
1992-10-22,25.1
1992-10-29,6.7
1992-11-05,11.1
1992-11-12,4.8
1992-11-19,0
1993-06-10,0
1993-06-17,39.1
1993-06-24,41.9
1993-06-29,41
1993-07-08,18.1
1993-07-15,20.3
1993-07-22,17.8
1993-07-29,11.4
1993-08-05,20
1993-08-11,29.5
1993-08-19,21
1993-08-26,10.8
1993-09-02,8.9
1993-09-09,0
1993-09-16,0
1993-09-23,5.1
1993-09-30,0
1994-05-18,0
1994-05-19,16.8
1994-05-26,6.7
1994-06-02,0
1994-06-09,0
1994-06-16,0
1994-06-23,34
1994-06-30,54
1994-07-07,35.2
1994-07-14,46
1994-07-21,43.5
1994-07-28,46
1994-08-04,85.1
1994-08-11,85.4
1994-08-17,83.8
1994-08-25,87.9
1994-09-01,71.1
1994-09-08,51.1
1994-09-15,34.6
1994-09-22,43.5
1994-09-29,60.6
1994-10-06,36.2
1994-10-13,31.8
1994-10-20,0
1995-05-25,0
1995-06-01,13
1995-06-09,0
1995-06-15,15.6
1995-06-22,16.5
1995-06-29,28.6
1995-07-06,52.4
1995-07-13,97.8
1995-07-20,135.6
1995-07-27,152.4
1995-08-03,182.9
1995-08-11,185.2
1995-08-17,159.4
1995-08-23,125
1995-08-31,87
1995-09-01,86
1995-09-07,87.6
1995-09-14,82.6
1995-09-20,37.5
1995-09-28,23.2
1995-10-04,3.5
1995-10-12,0
1996-04-16,0
1996-04-18,16.5
1996-04-25,0
1996-06-25,0
1996-06-27,21.9
1996-07-04,27.9
1996-07-11,28.3
1996-07-18,35.6
1996-07-25,69.9
1996-08-01,73.3
1996-08-08,136.5
1996-08-15,116.8
1996-08-22,112.7
1996-08-29,105.1
1996-09-05,99.1
1996-09-11,101.6
1996-09-16,130.8
1996-09-19,107.6
1996-09-23,98.7
1996-09-26,84.8
1996-09-30,74.6
1996-10-03,95.6
1996-10-09,57.2
1996-10-14,11.1
1996-10-17,0
1997-06-12,0
1997-06-19,6.5
1997-06-26,14
1997-07-03,0
1997-07-10,14.3
1997-07-17,28.6
1997-07-24,25.7
1997-07-31,14
1997-08-06,15.2
1997-08-14,60.3
1997-08-21,56.2
1997-08-27,74.9
1997-09-04,44.1
1997-09-11,41
1997-09-18,18.7
1997-09-29,0
1998-06-05,0
1998-06-12,5.4
1998-06-18,5.1
1998-06-25,25.7
1998-07-02,18.4
1998-07-09,20
1998-07-16,21
1998-07-23,14
1998-07-30,61.9
1998-08-06,38.7
1998-08-13,24.1
1998-08-20,38.4
1998-08-27,13
1998-09-03,5.1
1998-09-10,0
1998-09-17,6.7
1998-09-24,0
1998-10-01,0
1999-06-04,0
1999-06-11,0
1999-06-24,46.4
1999-07-01,39.4
1999-07-08,38.7
1999-07-15,25.1
1999-07-22,37.1
1999-07-29,35.2
1999-08-05,29.5
1999-08-12,51.4
1999-08-19,59.7
1999-08-26,46.4
1999-09-02,22.9
1999-09-09,24.8
1999-09-16,10.2
1999-09-23,0
2000-05-25,0
2000-06-01,69.9
2000-06-08,84.8
2000-06-15,74
2000-06-22,55.2
2000-07-03,63.5
2000-07-13,67.9
2000-07-20,79.1
2000-07-27,115.3
2000-08-03,106.4
2000-08-10,109.2
2000-08-24,148.6
2000-08-31,147
2000-09-07,154
2000-09-11,150.8
2000-09-14,151.1
2000-09-21,102.9
2000-09-25,83.8
2000-10-05,38.5
2000-10-12,0
2001-06-01,0
2001-06-07,0
2001-06-14,0
2001-06-21,0
2001-06-28,0
2001-07-12,0
2001-07-19,6.4
2001-07-26,0
2001-08-02,15.2
2001-08-09,35.6
2001-08-16,24.4
2001-08-23,107.6
2001-08-30,85.1
2001-09-06,69.9
2001-09-13,59.4
2001-09-17,41.3
2001-09-20,33.9
2001-09-24,4.6
2001-09-27,0
2002-05-16,0
2002-05-24,28.6
2002-05-30,21.3
2002-06-06,21.6
2002-06-13,7.6
2002-06-20,17.8
2002-06-27,19.1
2002-07-04,60
2002-07-11,98.1
2002-07-18,98.7
2002-07-25,100.6
2002-08-01,93.7
2002-08-08,92.7
2002-08-15,102.6
2002-08-22,87.6
2002-08-29,86
2002-09-05,61.3
2002-09-12,45.1
2002-09-19,34.3
2002-09-26,17.8
2002-10-03,0
2003-05-29,0
2003-06-05,0
2003-06-06,7
2003-06-12,4
2003-06-20,36.8
2003-06-26,44.5
2003-07-03,26.7
2003-07-10,26.4
2003-07-17,24.8
2003-07-24,45.4
2003-07-31,76.5
2003-08-07,61.6
2003-08-15,37.1
2003-08-21,40
2003-08-27,59.7
2003-09-04,64.3
2003-09-10,55.9
2003-09-18,72.7
2003-09-22,55
2003-09-25,47.8
2003-09-29,35.9
2003-10-02,33
2003-10-09,30.5
2003-10-16,0
2003-10-20,0
2004-06-10,0
2004-06-17,33.3
2004-06-24,70.8
2004-07-01,84.5
2004-07-08,95.3
2004-07-15,84.1
2004-07-22,84.5
2004-07-29,106
2004-08-05,151.1
2004-08-12,158.4
2004-08-19,171.1
2004-08-26,158.8
2004-08-30,136.7
2004-09-02,136.2
2004-09-06,138.1
2004-09-09,121.9
2004-09-13,134.6
2004-09-16,123.8
2004-09-20,112.7
2004-09-23,97.2
2004-09-27,76.8
2004-09-30,54.9
2004-10-07,28.4
2004-10-14,0
2005-06-06,0
2005-06-17,35.9
2005-06-22,58.2
2005-06-30,35.6
2005-07-07,28.9
2005-07-14,66
2005-07-21,72.1
2005-07-28,51.8
2005-08-04,38.4
2005-08-12,63.8
2005-08-18,64.1
2005-08-24,52.1
2005-09-01,43.5
2005-09-08,30.7
2005-09-14,24.1
2005-09-22,18.1
2005-09-28,0
2006-05-04,0
2006-05-11,7.6
2006-05-18,0
2006-05-25,0
2006-06-01,0
2006-06-08,3.8
2006-06-15,11.1
2006-06-22,5.4
2006-06-29,6.4
2006-07-04,6
2006-07-12,10.8
2006-07-19,3.5
2006-07-27,0
2006-08-03,23.2
2006-08-10,21.6
2006-08-17,14.6
2006-08-25,7.3
2006-08-31,5.7
2006-09-07,3.2
2006-09-14,0
2007-05-17,0
2007-05-24,0
2007-05-31,0
2007-06-04,6.4
2007-06-12,5.7
2007-06-25,16.8
2007-07-04,28.9
2007-07-12,67.3
2007-07-19,87.9
2007-07-26,79.4
2007-08-02,71.4
2007-08-09,70.1
2007-08-16,53.3
2007-08-23,46.7
2007-08-30,31.7
2007-09-06,21
2007-09-13,7.9
2007-09-20,3.5
2007-09-27,0
2008-04-24,0
2008-05-01,25.7
2008-05-08,0
2008-06-26,0
2008-07-03,19.1
2008-07-09,26.3
2008-07-17,44.5
2008-07-24,73.7
2008-07-31,79.7
2008-08-06,94
2008-08-14,129.5
2008-08-21,126.7
2008-08-28,117
2008-09-04,91.4
2008-09-11,74.6
2008-09-18,61.6
2008-09-25,16.5
2008-10-02,0
2009-04-23,0
2009-04-30,34.9
2009-05-07,22.9
2009-05-15,5.7
2009-05-21,0
2009-05-28,0
2009-06-04,0
2009-06-11,33.3
2009-06-18,29.5
2009-06-25,25.4
2009-07-02,32.7
2009-07-09,52
2009-07-16,57.2
2009-07-23,68.9
2009-07-30,60.6
2009-08-06,57.2
2009-08-13,58.4
2009-08-20,48.6
2009-08-27,44.5
2009-08-31,37.1
2009-09-03,34
2009-09-10,19.7
2009-09-17,0
2009-09-24,0
2009-10-01,19.1
2009-10-08,5
2009-10-15,17.5
2009-10-22,0
2010-06-03,0
2010-06-10,19.1
2010-06-17,7.8
2010-06-24,0
2010-07-01,3.8
2010-07-07,1.6
2010-07-15,38.7
2010-07-21,39.7
2010-07-29,27.3
2010-08-05,48.3
2010-08-12,67
2010-08-19,59.7
2010-08-26,101.3
2010-09-02,87.3
2010-09-09,68.6
2010-09-16,53.7
2010-09-23,31.1
2010-09-30,5.7
2010-10-07,0
2011-05-05,0
2011-05-13,23.2
2011-05-20,8
2011-05-26,0
2011-06-02,0
2011-06-09,24.1
2011-06-15,11.4
2011-06-24,34.3
2011-06-29,32.7
2011-07-07,76.5
2011-07-14,81.3
2011-07-22,67
2011-07-27,79.1
2011-08-03,65.5
2011-08-11,66
2011-08-18,63.2
2011-08-24,52.7
2011-08-31,39.1
2011-09-08,24.1
2011-09-15,21.6
2011-09-21,15.2
2011-09-29,13.6
2011-10-06,0
2012-05-24,0
2012-05-31,17.8
2012-06-07,16.8
2012-06-14,10.8
2012-06-21,5.7
2012-06-28,20
2012-07-05,38.4
2012-07-12,38.1
2012-07-19,29.5
2012-07-26,33
2012-08-02,38.7
2012-08-09,53.7
2012-08-16,53
2012-08-23,69.2
2012-08-30,85.4
2012-09-06,78.1
2012-09-13,69.9
2012-09-20,52.7
2012-09-27,13.7
2012-10-04,0
2013-05-09,0
2013-05-16,5.7
2013-05-23,0
2013-07-03,0
2013-07-11,20.6
2013-07-18,0
2013-07-25,42.9
2013-08-01,24.4
2013-08-08,45.4
2013-08-15,50.5
2013-08-21,72.1
2013-08-29,64.8
2013-09-05,32.1
2013-09-12,4
2013-09-19,2.9
2013-09-26,0
2013-10-10,0
2014-06-01,0
2014-06-12,0
2014-06-18,0
2014-06-25,58.1
2014-07-04,83.2
2014-07-09,85.4
2014-07-17,108
2014-07-23,118.7
2014-07-30,96.8
2014-08-07,97.5
2014-08-14,93.04
2014-08-21,80.3
2014-08-27,65.4
2014-09-03,54.6
2014-09-10,30.2
2014-09-18,6.35
2014-09-23,0.63
2014-10-02,0
2014-10-10,0
2014-10-16,0
2015-05-01,0
2015-05-02,0
2015-05-14,0
2015-05-21,0
2015-05-28,0
2015-06-04,9.5
2015-06-10,0
2015-06-18,0
2015-06-24,0
2015-07-01,0
2015-07-08,4
2015-07-15,40
2015-07-23,34
2015-07-31,47.3
2015-08-10,56.1
2015-08-19,55.9
2015-08-27,43.2
2015-09-10,31.1
2015-09-17,6.4
2015-09-24,0
2015-09-30,0
2015-10-15,0
2016-05-02,0
2016-05-09,0
2016-05-25,0
2016-06-09,0
2016-06-16,0
2016-06-22,14.5
2016-06-30,44.1
2016-07-07,42.2
2016-07-15,48.3
2016-07-28,64.8
2016-08-07,44.5
2016-08-24,45.1
2016-09-07,12.7
2016-09-14,0
2017-05-01,0
2017-05-26,0
2017-06-13,0
2017-06-22,0
2017-06-29,0
2017-07-01,0
2017-07-11,29.2
2017-07-19,43.2
2017-07-26,41.3
2017-08-02,47.3
2017-08-09,96.8
2017-08-15,75.6
2017-08-23,101
2017-08-30,99.4
2017-09-07,127.3
2017-09-14,115.6
2017-09-20,107.3
2017-09-27,82.6
2017-10-05,54
2017-10-10,0
2017-11-03,0
2018-05-07,0
2018-05-08,0
2018-05-28,0
2018-06-07,0
2018-06-13,0
2018-06-20,45.4
2018-07-03,44.13
2018-07-04,44.13
2018-07-11,49.9
2018-07-25,61.9
2018-08-07,83.5
2018-08-16,92.7
2018-08-23,114
2018-08-28,100
2018-09-04,98.1
2018-09-13,69
2018-09-20,45.1
2018-09-27,21.9
2018-10-05,2.4
2019-05-25,0
2019-05-26,0
2019-06-05,41.9
2019-06-13,16.2
2019-06-19,12.4
2019-06-25,10.5
2019-07-03,17.15
2019-07-10,10.16
2019-07-17,48.3
2019-07-24,49.5
2019-07-31,47.9
2019-08-07,46
2019-08-14,109.9
2019-08-22,103.2
2019-08-28,94.6
2019-09-04,84.5
2019-09-11,100.6
2019-09-18,77.5
2019-09-25,43.8
2019-10-02,12.4
2019-10-10,0
2020-05-20,0
2020-06-18,0
2020-06-25,8.9
2020-07-08,7.3
2020-07-22,10.8
2020-07-28,0
2020-08-05,3.5
2020-08-13,0
2020-08-19,0
2020-08-25,75.6
2020-09-09,3.2
2020-09-16,0
2020-09-22,0
2020-09-29,24.8
2020-10-07,0
2020-10-19,0
2021-01-01,0
2021-06-01,0
2021-06-06,0
2021-06-18,14.5
2021-06-23,9
2021-06-24,0
2021-07-02,0
2021-07-13,8.9
2021-07-22,60.3
2021-08-17,69.2
2021-08-26,48.6
2021-09-02,43.8
2021-09-09,7.9
2021-09-17,0
2021-09-21,14.4
2021-09-28,0
2021-10-07,0
2021-10-14,0
2021-10-26,0
2021-11-05,0
2022-05-27,0
2022-06-15,82.3
2022-07-07,42
2022-07-13,47
2022-07-20,56.2
2022-07-27,53.1
2022-08-09,37.5
2022-08-17,56.8
2022-08-24,62.5
2022-09-02,33
2022-09-14,8.9
2022-09-21,23.2
2022-09-28,0
2023-06-04,0
2023-06-22,14.7
2023-07-04,38.4
2023-07-13,44.4
2023-07-26,40.3
