date,depth_cm
1977-08-25,196.7
1977-08-31,170
1977-09-08,173.3
1977-09-15,186.9
1977-09-22,179.6
1977-09-28,154.6
1977-10-06,102.1
1977-10-13,57.9
1977-10-20,30.1
1977-10-27,0
1978-06-08,0
1978-06-15,43.5
1978-06-22,39.9
1978-06-29,53.2
1978-07-06,143.3
1978-07-13,149.9
1978-07-20,143
1978-07-27,165.3
1978-08-03,160.4
1978-08-10,169.1
1978-08-17,185.1
1978-08-24,186.5
1978-08-31,181.8
1978-09-07,167.1
1978-09-14,181.4
1978-09-21,179.1
1978-09-28,160.9
1978-10-05,136.1
1978-10-12,107.8
1978-10-19,101.4
1978-10-26,69.1
1978-11-02,21.4
1978-11-09,0
1979-06-28,0
1979-07-05,38.5
1979-07-12,54.8
1979-07-19,58.6
1979-07-26,64.4
1979-08-02,67.5
1979-08-09,106.3
1979-08-16,166.6
1979-08-24,130.1
1979-08-30,121.2
1979-09-06,160.7
1979-09-10,170
1979-09-13,170.9
1979-09-14,165.1
1979-09-20,159.6
1979-09-27,144.4
1979-10-04,122.8
1979-10-11,100
1979-10-18,117
1979-10-25,62.2
1979-11-01,19.6
1979-11-06,0
1980-05-16,0
1980-05-23,18.7
1980-06-13,10.2
1980-06-19,18.1
1980-06-26,13.1
1980-07-02,93.8
1980-07-10,109.6
1980-07-17,105
1980-07-24,107.8
1980-07-31,118.8
1980-08-07,133
1980-08-14,132.8
1980-08-21,140.1
1980-08-28,134.1
1980-09-04,169.1
1980-09-11,164.2
1980-09-18,198.1
1980-09-23,195.8
1980-10-01,153.1
1980-10-09,107.8
1980-10-16,92.9
1980-10-23,37
1980-10-30,0
1981-05-28,0
1981-06-04,26.7
1981-06-11,73.7
1981-06-18,61.1
1981-06-26,162
1981-07-02,192.9
1981-07-09,227.1
1981-07-16,220.4
1981-07-23,208.8
1981-07-30,244.2
1981-08-06,252.4
1981-08-27,360.7
1981-09-01,361
1981-09-09,345
1981-09-12,325
1981-09-15,300
1981-09-17,285
1981-09-25,257.3
1981-09-29,272.5
1981-10-08,218.4
1981-10-15,174.9
1981-10-22,143.3
1981-10-29,86.4
1981-11-05,41.7
1981-11-12,13.7
1981-11-19,0
1982-04-22,0
1982-04-29,37.3
1982-05-06,20.1
1982-05-13,16.5
1982-05-20,0
1982-05-27,17
1982-06-03,15
1982-06-10,12.3
1982-06-17,14.9
1982-06-24,21.4
1982-07-01,20
1982-07-08,27.2
1982-07-15,29.2
1982-07-22,32.5
1982-07-29,46
1982-08-05,53.9
1982-08-12,79.8
1982-08-19,91
1982-08-26,86
1982-09-02,74
1982-09-09,58
1982-09-16,53.3
1982-09-23,39
1982-09-30,41
1982-10-07,25.4
1982-10-14,0
1983-05-27,0
1983-06-03,41.2
1983-06-09,61.3
1983-06-16,83.8
1983-06-23,75.3
1983-06-30,120.5
1983-07-07,125.7
1983-07-14,116.5
1983-07-21,130.4
1983-07-28,126.4
1983-08-04,135.3
1983-08-11,142.4
1983-08-18,131.5
1983-08-25,124.5
1983-08-31,122.8
1983-09-08,111.2
1983-09-14,131
1983-09-22,126.1
1983-09-29,95.1
1983-10-06,80.7
1983-10-13,51.7
1983-10-20,19.2
1983-10-27,0
1984-06-14,0
1984-06-21,16
1984-06-28,17
1984-07-05,24.5
1984-07-12,31.6
1984-07-19,27.8
1984-07-26,37.9
1984-08-02,78.9
1984-08-09,71.3
1984-08-16,107.6
1984-08-23,215.5
1984-08-30,233.9
1984-09-06,231.9
1984-09-13,217.4
1984-09-20,194.6
1984-09-27,215.1
1984-10-04,191
1984-10-11,146.6
1984-10-18,114.1
1984-10-25,77.5
1984-11-01,40.8
1984-11-08,3.3
1984-11-15,0
1985-05-31,0
1985-06-06,37
1985-06-13,37
1985-06-20,52.3
1985-06-27,56.6
1985-07-04,51.7
1985-07-11,51
1985-07-18,119.6
1985-07-25,119.9
1985-07-31,131.4
1985-08-08,150.6
1985-08-15,149.1
1985-08-22,164.4
1985-08-29,173.8
1985-09-05,167.3
1985-09-12,156.6
1985-09-19,136.2
1985-09-26,133.7
1985-10-03,123.4
1985-10-10,77.8
1985-10-17,0
1986-06-17,0
1986-06-26,70.1
1986-07-07,89.2
1986-07-10,103.1
1986-07-17,95
1986-07-24,136.7
1986-07-31,133.4
1986-08-14,124.2
1986-08-21,197.9
1986-08-28,200.7
1986-09-04,210.8
1986-09-10,208.5
1986-09-18,208.8
1986-09-25,189
1986-10-02,144.5
1986-10-09,118.1
1986-10-16,110
1986-10-23,141.7
1986-10-30,147.6
1986-11-06,98.8
1986-11-13,42.2
1986-11-20,9.9
1986-11-27,0
1987-05-21,0
1987-05-28,32
1987-06-04,23.8
1987-06-11,15.5
1987-06-18,0
1987-06-25,32.5
1987-07-02,38.1
1987-07-09,39.9
1987-07-16,77.7
1987-07-23,156.2
1987-07-30,143
1987-08-06,152.7
1987-08-13,140.7
1987-08-20,120.9
1987-08-27,156.2
1987-09-03,167.4
1987-09-10,161.8
1987-09-16,150.1
1987-09-24,130.8
1987-10-01,85.8
1987-10-08,81.5
1987-10-15,68.3
1987-10-21,42.2
1987-10-29,5.3
1987-11-05,0
1988-06-06,0
1988-06-09,65.5
1988-06-16,71.9
1988-06-23,73.5
1988-06-30,73.5
1988-07-07,58.1
1988-07-14,51.2
1988-07-21,78.9
1988-07-28,130.6
1988-08-03,127.7
1988-08-11,129.7
1988-08-18,107.2
1988-08-25,110.7
1988-09-01,130.6
1988-09-08,114.3
1988-09-15,118.5
1988-09-21,111
1988-09-29,82
1988-10-06,62
1988-10-13,63
1988-10-20,46.7
1988-10-27,23.4
1988-11-03,0
1989-05-24,0
1989-06-01,9
1989-06-08,6.5
1989-06-15,0
1989-06-22,14
1989-06-29,5.1
1989-07-06,19.2
1989-07-13,38.5
1989-07-20,36.8
1989-07-27,34.8
1989-08-03,44.4
1989-08-10,67.1
1989-08-17,69.1
1989-08-24,75.9
1989-08-31,133.2
1989-09-07,128.1
1989-09-15,140.8
1989-09-21,140
1989-09-29,121.2
1989-10-05,111.9
1989-10-12,111
1989-10-19,84.4
1989-10-26,49.2
1989-11-02,35.2
1989-11-09,0
1990-04-19,0
1990-04-26,7.6
1990-05-01,0
1990-06-01,0
1990-06-06,21.6
1990-06-14,16.9
1990-06-21,27
1990-06-28,97.2
1990-07-05,190
1990-07-12,194.8
1990-07-19,176
1990-07-26,196.1
1990-08-02,182.1
1990-08-09,236
1990-08-16,284.5
1990-08-23,293.1
1990-08-30,286.7
1990-09-06,285.2
1990-09-13,280.9
1990-09-20,256.8
1990-09-27,227.6
1990-10-04,201.8
1990-10-11,169.6
1990-10-18,144.4
1990-10-25,147.9
1990-11-01,71.5
1990-11-07,27
1990-11-15,0
1991-06-06,0
1991-06-13,0
1991-06-21,0
1991-06-27,0
1991-07-04,24.5
1991-07-11,40.6
1991-07-18,37.9
1991-07-25,68.9
1991-08-01,104.6
1991-08-08,166
1991-08-15,183.4
1991-08-22,241.8
1991-08-29,269.8
1991-09-05,281
1991-09-12,241.3
1991-09-19,271
1991-09-26,284.7
1991-10-03,254.4
1991-10-09,214.6
1991-10-16,170.9
1991-10-24,127
1991-10-31,86.7
1991-11-07,38.5
1991-11-14,12.5
1991-11-21,0
1992-05-25,0
1992-05-28,24.5
1992-06-04,14.7
1992-06-11,49.2
1992-06-19,52.2
1992-06-25,63.8
1992-07-02,38.3
1992-07-09,65.5
1992-07-16,61.5
1992-07-23,73.8
1992-07-30,74.2
1992-08-06,78.2
1992-08-13,132
1992-08-20,188.9
1992-08-27,169.7
1992-09-03,256
1992-09-10,260
1992-09-17,316
1992-09-24,284.1
1992-10-01,262.2
1992-10-08,235.9
1992-10-15,206.3
1992-10-22,184
1992-10-29,145.7
1992-11-05,114.5
1992-11-12,92
1992-11-19,57.7
1992-11-26,17
1992-12-03,0
1993-06-10,0
1993-06-17,58.2
1993-06-24,79.5
1993-07-01,77.5
1993-07-08,65.3
1993-07-15,72.9
1993-07-22,74.2
1993-07-29,67.8
1993-08-05,89.3
1993-08-12,108.5
1993-08-19,110.8
1993-08-26,110.1
1993-09-02,96.8
1993-09-09,82.9
1993-09-16,87.6
1993-09-23,103
1993-09-30,71.7
1993-10-07,32.1
1993-10-14,14.3
1993-10-21,15.4
1993-10-28,0
1993-11-03,0
1993-11-04,14.7
1993-11-11,0
1994-05-18,0
1994-05-20,41.2
1994-05-26,41.6
1994-06-02,34.3
1994-06-09,31.9
1994-06-16,44.5
1994-06-23,83.6
1994-06-29,121.7
1994-07-07,102
1994-07-14,101.6
1994-07-21,102.3
1994-07-28,103.9
1994-08-04,137.7
1994-08-11,132.4
1994-08-18,154.9
1994-08-24,160.6
1994-08-31,151.1
1994-09-08,134.4
1994-09-14,132.4
1994-09-22,139.7
1994-09-29,168.2
1994-10-06,148.4
1994-10-13,149.9
1994-10-20,122.1
1994-10-27,74.4
1994-11-03,51.3
1994-11-10,60.6
1994-11-17,7.3
1994-11-24,0
1995-05-25,0
1995-06-01,42.3
1995-06-08,21.2
1995-06-15,36.6
1995-06-22,35.9
1995-06-29,61.3
1995-07-06,99.1
1995-07-14,145.5
1995-07-20,183.6
1995-07-27,189.4
1995-08-03,215.2
1995-08-10,212.1
1995-08-17,197.8
1995-08-24,156.5
1995-08-31,129.9
1995-09-01,129.5
1995-09-07,143.9
1995-09-14,134.8
1995-09-21,86
1995-09-28,86.2
1995-10-05,62.8
1995-10-12,41.5
1995-10-20,7.8
1995-10-26,0
1996-04-16,0
1996-04-18,27.6
1996-04-25,0
1996-06-25,0
1996-06-27,27.9
1996-07-04,49.9
1996-07-11,46.5
1996-07-18,50.3
1996-07-25,106.4
1996-08-01,107.4
1996-08-08,216.9
1996-08-15,209.4
1996-08-22,202.2
1996-08-29,185.7
1996-09-05,177.4
1996-09-12,231.7
1996-09-17,252.9
1996-09-19,233.1
1996-09-23,224
1996-09-26,218.7
1996-09-30,221
1996-10-03,254.2
1996-10-08,227
1996-10-10,215.9
1996-10-14,166.7
1996-10-17,132.3
1996-10-21,115.6
1996-10-24,91.8
1996-10-25,92.2
1996-10-28,65.7
1996-11-04,29.4
1996-11-11,10.7
1996-11-18,0
1997-05-30,0
1997-06-05,0
1997-06-12,0
1997-06-16,19.8
1997-06-19,20
1997-06-30,15.2
1997-07-03,16.5
1997-07-10,57.7
1997-07-17,71.8
1997-07-24,65.7
1997-07-31,75.7
1997-08-07,84.5
1997-08-14,131
1997-08-21,144.2
1997-08-28,150.2
1997-09-03,141.3
1997-09-11,139.7
1997-09-18,125.2
1997-09-25,118.5
1997-10-02,97.1
1997-10-09,77.6
1997-10-16,41.7
1997-10-23,20.7
1997-10-30,0
1998-06-11,0
1998-06-18,28.5
1998-06-25,46.7
1998-07-02,49
1998-07-09,57.2
1998-07-16,48.1
1998-07-23,57.2
1998-07-30,118.1
1998-08-06,104.5
1998-08-13,101.1
1998-08-20,138.2
1998-08-27,114.7
1998-09-03,114.1
1998-09-10,87.4
1998-09-17,100.3
1998-09-24,47.7
1998-10-01,9.2
1998-10-08,18
1998-10-15,0
1999-06-04,0
1999-06-11,14.9
1999-06-17,53.7
1999-06-24,69.3
1999-07-01,64.3
1999-07-08,63
1999-07-15,66.2
1999-07-22,122.8
1999-07-29,113.9
1999-08-05,115.2
1999-08-12,154.9
1999-08-19,152.9
1999-08-26,153.1
1999-09-02,104.5
1999-09-09,102.5
1999-09-16,95.4
1999-09-23,87.8
1999-09-30,41.2
1999-10-07,0
2000-05-25,0
2000-06-01,73.8
2000-06-08,77.1
2000-06-15,71.3
2000-06-22,78.2
2000-06-29,105.6
2000-07-06,95.6
2000-07-13,109
2000-07-20,133
2000-07-27,189.2
2000-08-03,174.7
2000-08-10,195.4
2000-08-17,233.3
2000-08-24,223.3
2000-08-31,258.3
2000-09-07,262
2000-09-11,255.5
2000-09-14,257.6
2000-09-21,215.2
2000-09-25,191.8
2000-09-28,179.6
2000-10-05,163.8
2000-10-12,121
2000-10-16,116.3
2000-10-19,103
2000-10-26,48.1
2000-11-03,17.6
2000-11-09,0
2001-05-25,0
2001-06-01,13.1
2001-06-07,1.8
2001-06-14,15.6
2001-06-21,18.9
2001-06-28,15.6
2001-07-05,16.3
2001-07-12,41.2
2001-07-19,64.6
2001-07-26,62.4
2001-08-02,65.1
2001-08-09,119
2001-08-16,111.4
2001-08-23,195.9
2001-08-31,179.1
2001-09-06,172
2001-09-13,169.4
2001-09-17,152.6
2001-09-20,134.6
2001-09-24,112.8
2001-09-27,99.2
2001-10-02,70.6
2001-10-04,70.2
2001-10-11,58.8
2001-10-17,47.7
2001-10-26,6.5
2001-11-02,0
2002-05-16,0
2002-05-23,43.4
2002-05-30,40.5
2002-06-06,37.2
2002-06-13,35.7
2002-06-20,56.8
2002-06-27,68.2
2002-07-04,102.9
2002-07-11,161.7
2002-07-18,161.1
2002-07-25,159.1
2002-08-01,151.3
2002-08-08,173.8
2002-08-15,175.6
2002-08-22,174.5
2002-08-29,171.5
2002-09-05,156.9
2002-09-12,159.7
2002-09-19,157.1
2002-09-26,133.4
2002-10-03,133.1
2002-10-10,93.6
2002-10-17,61.3
2002-10-24,24.9
2002-10-31,0
2003-05-29,0
2003-06-05,3
2003-06-06,20
2003-06-12,45.5
2003-06-19,65
2003-06-26,66.2
2003-07-03,73.5
2003-07-10,75.3
2003-07-17,87.1
2003-07-24,99.2
2003-07-31,138.6
2003-08-07,125.9
2003-08-14,111.4
2003-08-21,107.4
2003-08-26,167.1
2003-08-28,165.1
2003-09-04,170.2
2003-09-11,158
2003-09-18,201.2
2003-09-22,184.2
2003-09-25,165.5
2003-09-29,165.6
2003-10-02,152.9
2003-10-09,129.4
2003-10-13,137.5
2003-10-16,119.7
2003-10-20,88.7
2003-10-23,72
2003-10-27,60.8
2003-10-30,51.3
2003-11-06,54.4
2003-11-13,0
