station_id,doy,h24_n,h24_mean,h24_p10,h24_p25,h24_p50,h24_p75,h24_p90,h24_p6freq,h48_n,h48_mean,h48_p10,h48_p25,h48_p50,h48_p75,h48_p90,h72_n,h72_mean,h72_p10,h72_p25,h72_p50,h72_p75,h72_p90
antillanca:CL:ERA5,24,525,0.002,0.0,0.0,0.0,0.0,0.0,0.0,525,0.003,0.0,0.0,0.0,0.0,0.0,525,0.004,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,25,525,0.001,0.0,0.0,0.0,0.0,0.0,0.0,525,0.002,0.0,0.0,0.0,0.0,0.0,525,0.005,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,26,525,0.001,0.0,0.0,0.0,0.0,0.0,0.0,525,0.004,0.0,0.0,0.0,0.0,0.0,525,0.008,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,27,525,0.003,0.0,0.0,0.0,0.0,0.0,0.0,525,0.007,0.0,0.0,0.0,0.0,0.0,525,0.011,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,28,525,0.004,0.0,0.0,0.0,0.0,0.0,0.0,525,0.008,0.0,0.0,0.0,0.0,0.0,525,0.013,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,29,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.009,0.0,0.0,0.0,0.0,0.0,525,0.014,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,30,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.009,0.0,0.0,0.0,0.0,0.0,525,0.013,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,31,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.009,0.0,0.0,0.0,0.0,0.0,525,0.014,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,32,525,0.004,0.0,0.0,0.0,0.0,0.0,0.0,525,0.01,0.0,0.0,0.0,0.0,0.0,525,0.015,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,33,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.011,0.0,0.0,0.0,0.0,0.0,525,0.016,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,34,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.011,0.0,0.0,0.0,0.0,0.0,525,0.016,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,35,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.01,0.0,0.0,0.0,0.0,0.0,525,0.016,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,36,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.01,0.0,0.0,0.0,0.0,0.0,525,0.016,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,37,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.01,0.0,0.0,0.0,0.0,0.0,525,0.016,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,38,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.01,0.0,0.0,0.0,0.0,0.0,525,0.016,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,39,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.011,0.0,0.0,0.0,0.0,0.0,525,0.016,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,40,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.011,0.0,0.0,0.0,0.0,0.0,525,0.015,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,41,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.01,0.0,0.0,0.0,0.0,0.0,525,0.014,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,42,525,0.004,0.0,0.0,0.0,0.0,0.0,0.0,525,0.008,0.0,0.0,0.0,0.0,0.0,525,0.011,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,43,525,0.004,0.0,0.0,0.0,0.0,0.0,0.0,525,0.007,0.0,0.0,0.0,0.0,0.0,525,0.01,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,44,525,0.003,0.0,0.0,0.0,0.0,0.0,0.0,525,0.006,0.0,0.0,0.0,0.0,0.0,525,0.01,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,45,525,0.003,0.0,0.0,0.0,0.0,0.0,0.0,525,0.006,0.0,0.0,0.0,0.0,0.0,525,0.01,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,46,525,0.003,0.0,0.0,0.0,0.0,0.0,0.0,525,0.006,0.0,0.0,0.0,0.0,0.0,525,0.009,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,47,525,0.003,0.0,0.0,0.0,0.0,0.0,0.0,525,0.005,0.0,0.0,0.0,0.0,0.0,525,0.007,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,48,525,0.002,0.0,0.0,0.0,0.0,0.0,0.0,525,0.004,0.0,0.0,0.0,0.0,0.0,525,0.006,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,49,525,0.002,0.0,0.0,0.0,0.0,0.0,0.0,525,0.004,0.0,0.0,0.0,0.0,0.0,525,0.006,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,50,525,0.002,0.0,0.0,0.0,0.0,0.0,0.0,525,0.004,0.0,0.0,0.0,0.0,0.0,525,0.007,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,51,525,0.002,0.0,0.0,0.0,0.0,0.0,0.0,525,0.005,0.0,0.0,0.0,0.0,0.0,525,0.008,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,52,525,0.003,0.0,0.0,0.0,0.0,0.0,0.0,525,0.006,0.0,0.0,0.0,0.0,0.0,525,0.008,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,53,525,0.003,0.0,0.0,0.0,0.0,0.0,0.0,525,0.005,0.0,0.0,0.0,0.0,0.0,525,0.008,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,54,525,0.002,0.0,0.0,0.0,0.0,0.0,0.0,525,0.005,0.0,0.0,0.0,0.0,0.0,525,0.007,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,55,525,0.002,0.0,0.0,0.0,0.0,0.0,0.0,525,0.005,0.0,0.0,0.0,0.0,0.0,525,0.007,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,56,525,0.002,0.0,0.0,0.0,0.0,0.0,0.0,525,0.004,0.0,0.0,0.0,0.0,0.0,525,0.005,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,57,525,0.002,0.0,0.0,0.0,0.0,0.0,0.0,525,0.003,0.0,0.0,0.0,0.0,0.0,525,0.006,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,58,525,0.001,0.0,0.0,0.0,0.0,0.0,0.0,525,0.004,0.0,0.0,0.0,0.0,0.0,525,0.008,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,59,525,0.003,0.0,0.0,0.0,0.0,0.0,0.0,525,0.006,0.0,0.0,0.0,0.0,0.0,525,0.011,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,60,525,0.003,0.0,0.0,0.0,0.0,0.0,0.0,525,0.008,0.0,0.0,0.0,0.0,0.0,525,0.013,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,61,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.01,0.0,0.0,0.0,0.0,0.0,525,0.023,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,62,525,0.005,0.0,0.0,0.0,0.0,0.0,0.0,525,0.018,0.0,0.0,0.0,0.0,0.0,525,0.031,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,63,525,0.013,0.0,0.0,0.0,0.0,0.0,0.0,525,0.026,0.0,0.0,0.0,0.0,0.0,525,0.04,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,64,525,0.013,0.0,0.0,0.0,0.0,0.0,0.0,525,0.027,0.0,0.0,0.0,0.0,0.0,525,0.044,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,65,525,0.014,0.0,0.0,0.0,0.0,0.0,0.0,525,0.031,0.0,0.0,0.0,0.0,0.0,525,0.047,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,66,525,0.017,0.0,0.0,0.0,0.0,0.0,0.0,525,0.033,0.0,0.0,0.0,0.0,0.0,525,0.05,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,67,525,0.016,0.0,0.0,0.0,0.0,0.0,0.0,525,0.033,0.0,0.0,0.0,0.0,0.0,525,0.051,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,68,525,0.017,0.0,0.0,0.0,0.0,0.0,0.0,525,0.034,0.0,0.0,0.0,0.0,0.0,525,0.052,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,69,525,0.017,0.0,0.0,0.0,0.0,0.0,0.0,525,0.035,0.0,0.0,0.0,0.0,0.0,525,0.053,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,70,525,0.018,0.0,0.0,0.0,0.0,0.0,0.0,525,0.036,0.0,0.0,0.0,0.0,0.0,525,0.053,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,71,525,0.018,0.0,0.0,0.0,0.0,0.0,0.0,525,0.036,0.0,0.0,0.0,0.0,0.0,525,0.055,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,72,525,0.018,0.0,0.0,0.0,0.0,0.0,0.0,525,0.037,0.0,0.0,0.0,0.0,0.0,525,0.054,0.0,0.0,0.0,0.0,0.0
antillanca:CL:ERA5,73,525,0.019,0.0,0.0,0.0,0.0,0.0,0.0,525,0.036,0.0,0.0,0.0,0.0,0.0,525,0.058,0.0,0.0,0.0,0.0,0.017
antillanca:CL:ERA5,74,525,0.017,0.0,0.0,0.0,0.0,0.0,0.0,525,0.039,0.0,0.0,0.0,0.0,0.0,525,0.059,0.0,0.0,0.0,0.0,0.028
antillanca:CL:ERA5,75,525,0.022,0.0,0.0,0.0,0.0,0.0,0.0,525,0.042,0.0,0.0,0.0,0.0,0.0,525,0.063,0.0,0.0,0.0,0.0,0.028
antillanca:CL:ERA5,76,525,0.02,0.0,0.0,0.0,0.0,0.0,0.0,525,0.041,0.0,0.0,0.0,0.0,0.0,525,0.055,0.0,0.0,0.0,0.0,0.028
antillanca:CL:ERA5,77,525,0.021,0.0,0.0,0.0,0.0,0.0,0.0,525,0.035,0.0,0.0,0.0,0.0,0.0,525,0.05,0.0,0.0,0.0,0.0,0.044
antillanca:CL:ERA5,78,525,0.014,0.0,0.0,0.0,0.0,0.0,0.0,525,0.029,0.0,0.0,0.0,0.0,0.0,525,0.044,0.0,0.0,0.0,0.0,0.055
antillanca:CL:ERA5,79,525,0.015,0.0,0.0,0.0,0.0,0.0,0.0,525,0.03,0.0,0.0,0.0,0.0,0.0,525,0.053,0.0,0.0,0.0,0.0,0.055
antillanca:CL:ERA5,80,525,0.015,0.0,0.0,0.0,0.0,0.0,0.0,525,0.038,0.0,0.0,0.0,0.0,0.0,525,0.074,0.0,0.0,0.0,0.0,0.055
antillanca:CL:ERA5,81,525,0.024,0.0,0.0,0.0,0.0,0.0,0.0,525,0.059,0.0,0.0,0.0,0.0,0.0,525,0.095,0.0,0.0,0.0,0.0,0.055
antillanca:CL:ERA5,82,525,0.036,0.0,0.0,0.0,0.0,0.0,0.0,525,0.071,0.0,0.0,0.0,0.0,0.0,525,0.107,0.0,0.0,0.0,0.0,0.055
antillanca:CL:ERA5,83,525,0.036,0.0,0.0,0.0,0.0,0.0,0.0,525,0.071,0.0,0.0,0.0,0.0,0.0,525,0.109,0.0,0.0,0.0,0.0,0.044
antillanca:CL:ERA5,84,525,0.035,0.0,0.0,0.0,0.0,0.0,0.0,525,0.073,0.0,0.0,0.0,0.0,0.0,525,0.113,0.0,0.0,0.0,0.0,0.055
antillanca:CL:ERA5,85,525,0.038,0.0,0.0,0.0,0.0,0.0,0.0,525,0.078,0.0,0.0,0.0,0.0,0.0,525,0.121,0.0,0.0,0.0,0.0,0.072
antillanca:CL:ERA5,86,525,0.04,0.0,0.0,0.0,0.0,0.0,0.0,525,0.083,0.0,0.0,0.0,0.0,0.0,525,0.131,0.0,0.0,0.0,0.0,0.11
antillanca:CL:ERA5,87,525,0.043,0.0,0.0,0.0,0.0,0.0,0.0,525,0.091,0.0,0.0,0.0,0.0,0.017,525,0.144,0.0,0.0,0.0,0.0,0.198
antillanca:CL:ERA5,88,525,0.048,0.0,0.0,0.0,0.0,0.0,0.0,525,0.102,0.0,0.0,0.0,0.0,0.044,525,0.155,0.0,0.0,0.0,0.0,0.276
antillanca:CL:ERA5,89,525,0.053,0.0,0.0,0.0,0.0,0.0,0.0,525,0.107,0.0,0.0,0.0,0.0,0.055,525,0.161,0.0,0.0,0.0,0.0,0.276
antillanca:CL:ERA5,90,525,0.054,0.0,0.0,0.0,0.0,0.0,0.0,525,0.107,0.0,0.0,0.0,0.0,0.055,525,0.161,0.0,0.0,0.0,0.0,0.276
antillanca:CL:ERA5,91,525,0.054,0.0,0.0,0.0,0.0,0.0,0.0,525,0.108,0.0,0.0,0.0,0.0,0.055,525,0.17,0.0,0.0,0.0,0.0,0.331
antillanca:CL:ERA5,92,525,0.054,0.0,0.0,0.0,0.0,0.0,0.0,525,0.117,0.0,0.0,0.0,0.0,0.055,525,0.197,0.0,0.0,0.0,0.0,0.413
antillanca:CL:ERA5,93,525,0.063,0.0,0.0,0.0,0.0,0.0,0.0,525,0.143,0.0,0.0,0.0,0.0,0.083,525,0.224,0.0,0.0,0.0,0.0,0.441
antillanca:CL:ERA5,94,525,0.08,0.0,0.0,0.0,0.0,0.0,0.0019,525,0.161,0.0,0.0,0.0,0.0,0.127,525,0.239,0.0,0.0,0.0,0.0,0.441
antillanca:CL:ERA5,95,525,0.081,0.0,0.0,0.0,0.0,0.0,0.0019,525,0.159,0.0,0.0,0.0,0.0,0.171,525,0.228,0.0,0.0,0.0,0.0,0.551
antillanca:CL:ERA5,96,525,0.078,0.0,0.0,0.0,0.0,0.0,0.0019,525,0.147,0.0,0.0,0.0,0.0,0.237,525,0.216,0.0,0.0,0.0,0.0,0.551
antillanca:CL:ERA5,97,525,0.069,0.0,0.0,0.0,0.0,0.0,0.0019,525,0.139,0.0,0.0,0.0,0.0,0.265,525,0.212,0.0,0.0,0.0,0.0,0.551
antillanca:CL:ERA5,98,525,0.07,0.0,0.0,0.0,0.0,0.0,0.0019,525,0.143,0.0,0.0,0.0,0.0,0.276,525,0.217,0.0,0.0,0.0,0.0,0.551
antillanca:CL:ERA5,99,525,0.073,0.0,0.0,0.0,0.0,0.028,0.0019,525,0.147,0.0,0.0,0.0,0.0,0.276,525,0.225,0.0,0.0,0.0,0.0,0.595
antillanca:CL:ERA5,100,525,0.074,0.0,0.0,0.0,0.0,0.028,0.0019,525,0.152,0.0,0.0,0.0,0.0,0.276,525,0.233,0.0,0.0,0.0,0.0,0.606
antillanca:CL:ERA5,101,525,0.078,0.0,0.0,0.0,0.0,0.044,0.0019,525,0.158,0.0,0.0,0.0,0.0,0.309,525,0.236,0.0,0.0,0.0,0.028,0.667
antillanca:CL:ERA5,102,525,0.081,0.0,0.0,0.0,0.0,0.055,0.0019,525,0.158,0.0,0.0,0.0,0.0,0.347,525,0.242,0.0,0.0,0.0,0.028,0.788
antillanca:CL:ERA5,103,525,0.077,0.0,0.0,0.0,0.0,0.055,0.0019,525,0.162,0.0,0.0,0.0,0.0,0.386,525,0.253,0.0,0.0,0.0,0.028,0.827
antillanca:CL:ERA5,104,525,0.084,0.0,0.0,0.0,0.0,0.127,0.0019,525,0.175,0.0,0.0,0.0,0.0,0.469,525,0.277,0.0,0.0,0.0,0.11,0.954
antillanca:CL:ERA5,105,525,0.091,0.0,0.0,0.0,0.0,0.165,0.0019,525,0.193,0.0,0.0,0.0,0.0,0.529,525,0.311,0.0,0.0,0.0,0.138,1.047
antillanca:CL:ERA5,106,525,0.102,0.0,0.0,0.0,0.0,0.209,0.0019,525,0.22,0.0,0.0,0.0,0.0,0.739,525,0.37,0.0,0.0,0.0,0.165,1.174
antillanca:CL:ERA5,107,525,0.118,0.0,0.0,0.0,0.0,0.265,0.0019,525,0.268,0.0,0.0,0.0,0.0,0.788,525,0.43,0.0,0.0,0.0,0.193,1.24
antillanca:CL:ERA5,108,525,0.15,0.0,0.0,0.0,0.0,0.276,0.0038,525,0.312,0.0,0.0,0.0,0.028,0.871,525,0.52,0.0,0.0,0.0,0.22,1.35
antillanca:CL:ERA5,109,525,0.162,0.0,0.0,0.0,0.0,0.347,0.0038,525,0.37,0.0,0.0,0.0,0.028,0.954,525,0.579,0.0,0.0,0.0,0.193,1.35
antillanca:CL:ERA5,110,525,0.208,0.0,0.0,0.0,0.0,0.375,0.0076,525,0.416,0.0,0.0,0.0,0.028,0.998,525,0.626,0.0,0.0,0.0,0.22,1.477
antillanca:CL:ERA5,111,525,0.209,0.0,0.0,0.0,0.0,0.358,0.0076,525,0.419,0.0,0.0,0.0,0.028,1.02,525,0.666,0.0,0.0,0.0,0.22,1.516
antillanca:CL:ERA5,112,525,0.21,0.0,0.0,0.0,0.0,0.375,0.0076,525,0.458,0.0,0.0,0.0,0.055,1.047,525,0.722,0.0,0.0,0.0,0.22,1.615
antillanca:CL:ERA5,113,525,0.248,0.0,0.0,0.0,0.0,0.469,0.0095,525,0.512,0.0,0.0,0.0,0.11,1.202,525,0.785,0.0,0.0,0.0,0.276,1.709
antillanca:CL:ERA5,114,525,0.264,0.0,0.0,0.0,0.0,0.551,0.0095,525,0.537,0.0,0.0,0.0,0.11,1.24,525,0.816,0.0,0.0,0.0,0.386,1.791
antillanca:CL:ERA5,115,525,0.273,0.0,0.0,0.0,0.0,0.551,0.0095,525,0.551,0.0,0.0,0.0,0.138,1.35,525,0.848,0.0,0.0,0.0,0.413,1.846
antillanca:CL:ERA5,116,525,0.278,0.0,0.0,0.0,0.0,0.612,0.0095,525,0.575,0.0,0.0,0.0,0.138,1.461,525,0.89,0.0,0.0,0.0,0.413,1.984
antillanca:CL:ERA5,117,525,0.297,0.0,0.0,0.0,0.0,0.612,0.0114,525,0.611,0.0,0.0,0.0,0.138,1.477,525,0.947,0.0,0.0,0.0,0.413,2.183
antillanca:CL:ERA5,118,525,0.315,0.0,0.0,0.0,0.0,0.634,0.0133,525,0.65,0.0,0.0,0.0,0.138,1.532,525,1.021,0.0,0.0,0.0,0.413,2.183
antillanca:CL:ERA5,119,525,0.336,0.0,0.0,0.0,0.0,0.612,0.0152,525,0.706,0.0,0.0,0.0,0.083,1.505,525,1.079,0.0,0.0,0.0,0.248,2.128
antillanca:CL:ERA5,120,525,0.37,0.0,0.0,0.0,0.0,0.579,0.0171,525,0.744,0.0,0.0,0.0,0.055,1.477,525,1.108,0.0,0.0,0.0,0.193,1.984
antillanca:CL:ERA5,121,525,0.373,0.0,0.0,0.0,0.0,0.579,0.0171,525,0.738,0.0,0.0,0.0,0.055,1.268,525,1.081,0.0,0.0,0.0,0.193,1.824
antillanca:CL:ERA5,122,525,0.365,0.0,0.0,0.0,0.0,0.579,0.0171,525,0.708,0.0,0.0,0.0,0.055,1.229,525,1.032,0.0,0.0,0.0,0.165,1.78
antillanca:CL:ERA5,123,525,0.343,0.0,0.0,0.0,0.0,0.551,0.0152,525,0.667,0.0,0.0,0.0,0.055,1.091,525,0.949,0.0,0.0,0.0,0.165,1.587
antillanca:CL:ERA5,124,525,0.324,0.0,0.0,0.0,0.0,0.513,0.0133,525,0.606,0.0,0.0,0.0,0.055,0.909,525,0.887,0.0,0.0,0.0,0.248,1.461
antillanca:CL:ERA5,125,525,0.282,0.0,0.0,0.0,0.0,0.441,0.0095,525,0.563,0.0,0.0,0.0,0.055,0.909,525,0.859,0.0,0.0,0.0,0.248,1.406
antillanca:CL:ERA5,126,525,0.281,0.0,0.0,0.0,0.0,0.485,0.0095,525,0.577,0.0,0.0,0.0,0.055,0.926,525,0.848,0.0,0.0,0.0,0.248,1.301
antillanca:CL:ERA5,127,525,0.296,0.0,0.0,0.0,0.0,0.54,0.0114,525,0.567,0.0,0.0,0.0,0.055,0.909,525,0.839,0.0,0.0,0.0,0.303,1.246
antillanca:CL:ERA5,128,525,0.271,0.0,0.0,0.0,0.0,0.524,0.0095,525,0.543,0.0,0.0,0.0,0.055,0.909,525,0.852,0.0,0.0,0.0,0.358,1.477
antillanca:CL:ERA5,129,525,0.272,0.0,0.0,0.0,0.0,0.54,0.0095,525,0.581,0.0,0.0,0.0,0.083,0.965,525,0.921,0.0,0.0,0.0,0.441,2.15
antillanca:CL:ERA5,130,525,0.308,0.0,0.0,0.0,0.0,0.623,0.0095,525,0.649,0.0,0.0,0.0,0.138,1.229,525,1.012,0.0,0.0,0.0,0.469,2.717
antillanca:CL:ERA5,131,525,0.341,0.0,0.0,0.0,0.0,0.667,0.0114,525,0.703,0.0,0.0,0.0,0.193,1.813,525,1.073,0.0,0.0,0.0,0.551,3.114
antillanca:CL:ERA5,132,525,0.363,0.0,0.0,0.0,0.0,0.871,0.0114,525,0.733,0.0,0.0,0.0,0.331,2.133,525,1.126,0.0,0.0,0.0,0.579,3.197
antillanca:CL:ERA5,133,525,0.37,0.0,0.0,0.0,0.028,0.926,0.0095,525,0.764,0.0,0.0,0.0,0.358,2.337,525,1.146,0.0,0.0,0.0,0.689,3.533
antillanca:CL:ERA5,134,525,0.393,0.0,0.0,0.0,0.055,0.992,0.0114,525,0.776,0.0,0.0,0.0,0.413,2.513,525,1.183,0.0,0.0,0.0,0.827,3.847
antillanca:CL:ERA5,135,525,0.383,0.0,0.0,0.0,0.11,1.108,0.0095,525,0.79,0.0,0.0,0.0,0.469,2.607,525,1.237,0.0,0.0,0.0,0.854,3.891
antillanca:CL:ERA5,136,525,0.407,0.0,0.0,0.0,0.138,1.163,0.0114,525,0.854,0.0,0.0,0.0,0.469,2.794,525,1.326,0.0,0.0,0.028,0.965,4.079
antillanca:CL:ERA5,137,525,0.447,0.0,0.0,0.0,0.138,1.218,0.0152,525,0.919,0.0,0.0,0.0,0.579,2.839,525,1.422,0.0,0.0,0.083,1.13,4.299
antillanca:CL:ERA5,138,525,0.472,0.0,0.0,0.0,0.193,1.477,0.0152,525,0.975,0.0,0.0,0.0,0.634,2.993,525,1.508,0.0,0.0,0.138,1.213,4.646
antillanca:CL:ERA5,139,525,0.503,0.0,0.0,0.0,0.22,1.516,0.0152,525,1.036,0.0,0.0,0.0,0.799,3.076,525,1.593,0.0,0.0,0.138,1.654,4.933
antillanca:CL:ERA5,140,525,0.533,0.0,0.0,0.0,0.248,1.626,0.0152,525,1.09,0.0,0.0,0.028,0.827,3.588,525,1.663,0.0,0.0,0.193,1.846,5.214
